park_name,park_code,State,Latitude,Longitude,Acres,category,common_names,scientific_name,observations,conservation_status
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Catnip,Nepeta cataria,189,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Catmint, Catnip, Catwort, Field Balm",Nepeta cataria,189,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,King Devil,Hieracium piloselloides,77,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Small Panic Grass,Dichanthelium dichotomum var. dichotomum,242,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Stick-Tight,Bidens aristosa,111,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Cultivated Rye, Rye",Secale cereale,82,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Cereal Rye, Common Rye, Cultivated Annual Rye, Cultivated Rye, Rye",Secale cereale,82,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Rugel's Ragwort,Rugelia nudicaulis,120,Species of Concern
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Iva,Iva annua,70,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Suksdorf's Brome,Bromus suksdorfii,243,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Yellow Pimpernel, Yellow Pimpernell",Taenidia integerrima,114,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Western Mountain Aster,Symphyotrichum spathulatum,110,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Hairy False Goldenaster, Hairy False Golden-Aster",Heterotheca villosa var. villosa,276,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,"Black-Billed Magpie, Magpie",Pica hudsonia,239,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,Black-Billed Magpie,Pica hudsonia,239,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Nannyberry, Nanny-Berry",Viburnum lentago,74,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Yellowstone Saxifrage,Saxifraga subapetala,265,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Fivenerve Helianthella, Nodding Dwarf-Sunflower, Nodding Helianthella",Helianthella quinquenervis,237,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Bracken Fern,Pteridium aquilinum var. latiusculum,29,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,European Starling,Sturnus vulgaris,233,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,"Common Starling, European Starling",Sturnus vulgaris,233,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Presl's Sedge,Carex preslii,25,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Brewer's Cliffbrake,Pellaea breweri,73,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Long-Leaved Bluets,Houstonia longifolia var. longifolia,254,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Mammal,"Ermine, Short Tailed Weasel",Mustela erminea,118,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Mammal,Ermine,Mustela erminea,118,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"American Pinesap, Pine-Sap",Monotropa hypopithys,154,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Pinesap,Monotropa hypopithys,154,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,Osprey,Pandion haliaetus,134,Species of Concern
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,"Osprey, Western Osprey",Pandion haliaetus,134,Species of Concern
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Heavenly Bamboo, Nandina",Nandina domestica,220,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,Wood Duck,Aix sponsa,152,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Rocky Mountain Iris, Western Blue Flag, Wild Iris, Wildiris",Iris missouriensis,127,Species of Concern
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Wireweed,Rigiopappus leptocladus,266,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Yellow Or Hop-Clover,Trifolium aureum,263,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Golden Clover,Trifolium aureum,263,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Cliff Goldenbush,Ericameria cuneata var. cuneata,166,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Grassleaf Rush, Margined Rush",Juncus marginatus,53,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"James? Sedge, Nebraska Sedge",Carex jamesii,117,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Graceful Sedge,Carex gracillima,240,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Reptile,Prairie Rattlesnake,Crotalus viridis viridis,55,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Littleflower Penstemon, Pincushion Beardtongue",Penstemon procerus,215,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Purple Meadow-Parsnip, Yellow Meadow-Parsnip",Thaspium trifoliatum var. aureum,125,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Nonvascular Plant,Leucobryum Moss,Leucobryum glaucum,89,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,Pacific-Slope Flycatcher,Empidonax difficilis,261,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Annual Sowthistle, Common Sowthistle, Common Sow-Thistle, Pualele, Sow Thistle, Sow-Thistle",Sonchus oleraceus,99,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Fish,Walleye,Stizostedion vitreum,108,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Nonvascular Plant,Macoun's Heterocladium Moss,Heterocladium macounii,110,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Bouncing-Bet, Soapwort, Bouncing-Bet",Saponaria officinalis,79,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Bouncing Bet, Bouncingbet, Bouncingbet Soapweed, Soapwort, Sweet Betty",Saponaria officinalis,79,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Fish,Sauger,Stizostedion canadense,76,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,Bank Swallow,Riparia riparia,199,Species of Concern
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,"Bank Swallow, Sand Martin",Riparia riparia,199,Species of Concern
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Longleaf Spikegrass, Longleaf Woodoats",Chasmanthium sessiliflorum,70,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,Yellow-Throated Warbler,Setophaga dominica,140,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Panicledleaf Ticktrefoil,Desmodium paniculatum var. paniculatum,206,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,Black Phoebe,Sayornis nigricans,128,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Field Cottonrose,Logfia arvensis,154,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Mexican Elder,Sambucus mexicana,232,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Short's Hedgehyssop,Gratiola viscidula,107,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Silver Poplar, White Poplar",Populus alba,251,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Blunt-Leaf Bedstraw, Blunt-Leaved Bedstraw",Galium obtusum,114,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Prairie Rose,Rosa setigera,135,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Birch-Leaf Mountain-Mahogany,Cercocarpus betuloides var. betuloides,269,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Brittle Cactus, Brittle Pricklypear, Fragile Cactus, Jumping Cactus, Little Pricklypear",Opuntia fragilis,57,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Hairy Leafcup,Smallanthus uvedalius,91,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Starry Campion, Starry Catchfly",Silene stellata,98,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Fish,Redside Shiner,Richardsonius balteatus,163,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Stalked-Fruit Panic Grass, Tall Flat Panic-Grass",Panicum rigidulum var. elongatum,93,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Nevada City Buckwheat,Eriogonum prattenianum var. prattenianum,143,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Cornel-Leaf Whitetop,Doellingeria infirma,68,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Orange Agoseris, Orange-Flowered False-Dandelion",Agoseris aurantiaca,241,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Blue Verbena, Blue Vervain, Simpler's-Joy, Swamp Verbena",Verbena hastata,122,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Late Purple Aster,Aster patens var. patens,230,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Blue Wild Rye, Blue Wildrye",Elymus glaucus ssp. glaucus,70,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Pink Thoroughwort,Fleischmannia incarnata,96,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Bird,Eastern Bluebird,Sialia sialis,69,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Common Rivergrass, Rivergrass",Scolochloa festucacea,97,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Eastern Bottlebrush Grass,Elymus hystrix var. hystrix,166,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Purple Pitcherplant,Sarracenia purpurea,235,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Cushion Buckwheat,Eriogonum ovalifolium var. nivale,149,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Stonecrop, Stringy Stonecrop",Sedum sarmentosum,56,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Nonvascular Plant,Peak Moss,Brachydontium trichodes,141,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Cutleaf Geranium,Geranium dissectum,119,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Narrowleaf Cattail,Typha angustifolia,77,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Hortulan Plum,Prunus hortulana,147,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Tall Buttercup, Tall Butter-Cup",Ranunculus acris,142,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Mountain Aster,Eurybia chlorolepis,216,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Swamp Wedgescale, Trisetum",Sphenopholis pensylvanica,49,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Small Enchanter's Nightshade, Smaller Enchanter's-Nightshade",Circaea alpina,114,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Harbinger Of Spring,Erigenia bulbosa,124,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Cleftleaf Groundsel,Senecio streptanthifolius,69,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Mammal,Western Red Bat,Lasiurus blossevillii,113,Species of Concern
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Alpine Milkvetch,Astragalus alpinus,82,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Dwarf Hawthorn,Crataegus uniflora,91,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Twistedstalk,Streptopus lanceolatus var. roseus,99,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Rough Bugleweed, Rough Water-Horehound",Lycopus asper,283,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Bird,"Gray Flycatcher, Grey Flycatcher",Empidonax wrightii,116,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Bird,Gray Flycatcher,Empidonax wrightii,116,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Rigid Whitetop Aster,Symphyotrichum retroflexum,163,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Cliff Goldenbush,Ericameria cuneata var. cuneata,100,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Cutleaf Monkeyflower,Mimulus laciniatus,239,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Clark's Ragwort,Senecio clarkianus,157,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Beardgrass,Saccharum alopecuroidum,145,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,Red-Cockaded Woodpecker,Picoides borealis,43,Endangered
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Manybranched Pepperweed, Pepperweed",Lepidium ramosissimum,91,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Nonvascular Plant,Plagiomnium Moss,Plagiomnium ciliare,108,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Common Mallow, Dwarf Cheeseweed",Malva neglecta,229,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Buttonweed, Cheeseplant, Cheeseweed, Common Mallow, Dwarf Mallow, Roundleaf Mallow",Malva neglecta,229,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Utah Serviceberry, Utah Shadberry, Western Serviceberry",Amelanchier utahensis,66,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Dusky Onion, Sierra Onion",Allium campanulatum,234,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Smoothbead Sedge, Smoothbeak Sedge",Carex integra,258,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Cutleaf Indian Paintbrush,Castilleja lacera,230,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Variableleaf Collomia,Collomia heterophylla,49,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,White Pasqueflower,Anemone occidentalis,148,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Golden Ragwort,Senecio aureus,153,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Congdon's Milkvetch,Astragalus congdonii,230,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Carex, Sedge, Sedge Species, Sedges",Carex,80,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Intermediate Loosestrife, Lance-Leaf Loosestrife",Lysimachia hybrida,246,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"White Amaranthus, White Pigweed",Amaranthus albus,212,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Pigweed, Pigweed Amaranth, Prostrate Pigweed, Tumble Pigweed, Tumbleweed, White Pigweed",Amaranthus albus,212,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Fowl Bluegrass, Marsh Bluegrass",Poa palustris,172,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Fowl Blue Grass, Fowl Bluegrass",Poa palustris,172,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,White Sweet-Clover,Melilotus albus,85,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Bokhara-Clover, Honey-Clover, White Melilot, White Sweet-Clover",Melilotus albus,85,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Swamp Chestnut Oak,Quercus michauxii,131,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Perfoliate Bellwort,Uvularia perfoliata,79,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Fendler's Meadowrue, Fendler's Meadow-Rue",Thalictrum fendleri,146,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Broadleaf Willowweed, Milkflower Willowherb, White-Flower Willowherb",Epilobium lactiflorum,239,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Bird,Black-Capped Chickadee,Poecile atricapillus,97,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,Worm-Eating Warbler,Helmitheros vermivorus,291,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Giant Redwood, Giant Sequoia, Sierra Redwood",Sequoiadendron giganteum,141,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Nonvascular Plant,Ditrichum Moss,Ditrichum pusillum,160,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Way-Faring Tree, Wayfaring-Tree",Viburnum lantana,245,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Tree-Of-Heaven,Ailanthus altissima,73,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Bebb's Willow, Gray Willow",Salix bebbiana,86,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Parry's Townsend Daisy, Parry's Townsendia",Townsendia parryi,70,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Mammal,Rafinesque's Big-Eared Bat,Corynorhinus rafinesquii,188,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Bird,Black-Crowned Night-Heron,Nycticorax nycticorax,64,Species of Concern
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Bird,Black-Crowned Night Heron,Nycticorax nycticorax,64,Species of Concern
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Hairy Bush-Clover,Lespedeza hirta,106,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Nonvascular Plant,Neckera Moss,Neckera pennata,115,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",Ageratina occidentalis,246,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Bird,Oak Titmouse,Baeolophus inornatus,97,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Prickly Gooseberry,Ribes cynosbati,237,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Winterfat,Krascheninnikovia lanata,151,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Curled Dock, Curly Dock",Rumex crispus,256,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Curly Dock, Narrowleaf Dock, Sour Dock, Yellow Dock",Rumex crispus,256,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Bearberry Honeysuckle, Twinberry Honeysuckle",Lonicera involucrata,129,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Bird,"American Golden-Plover, Lesser Golden-Plover",Pluvialis dominica,111,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Dwarf Scouringrush,Equisetum scirpoides,227,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,Clay-Colored Sparrow,Spizella pallida,258,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Fish,Flame Chub,Hemitremia flammea,251,Species of Concern
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Nonvascular Plant,Fabronia Moss,Fabronia ciliaris var. polycarpa,264,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Bearded Wheatgrass, Slender Wheatgrass, Slender Wild Rye",Elymus trachycaulus ssp. subsecundus,146,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Subalpine Fleabane,Erigeron peregrinus var. hirsutus,125,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Nevada Buckwheat, Sulphur-Flower Buckwheat",Eriogonum umbellatum var. nevadense,63,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Sticky Monkeyflower,Mimulus viscidus,192,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Straightleaf Rush,Juncus orthophyllus,77,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,Marbled Godwit,Limosa fedoa,266,Species of Concern
